Phi[deg],Theta[deg],RealizedGainTotal
-160,16,0.661724
-158,16,0.661101
-156,16,0.660254
-154,16,0.659177
-152,16,0.657868
-150,16,0.656329
-148,16,0.654568
-146,16,0.652596
-144,16,0.650428
-142,16,0.648086
-140,16,0.645591
-138,16,0.64297
-136,16,0.640252
-134,16,0.637467
-132,16,0.634648
-130,16,0.631828
-128,16,0.62904
-126,16,0.62632
-124,16,0.6237
-122,16,0.621214
-120,16,0.618893
-118,16,0.61677
-116,16,0.614872
-114,16,0.613228
-112,16,0.611862
-110,16,0.610799
-108,16,0.610061
-106,16,0.609665
-104,16,0.60963
-102,16,0.60997
-100,16,0.610698
-98,16,0.611825
-96,16,0.613359
-94,16,0.615308
-92,16,0.617675
-90,16,0.620462
-88,16,0.623671
-86,16,0.6273
-84,16,0.631345
-82,16,0.635801
-80,16,0.64066
-78,16,0.645912
-76,16,0.651545
-74,16,0.657545
-72,16,0.663895
-70,16,0.670577
-68,16,0.67757
-66,16,0.684849
-64,16,0.69239
-62,16,0.700164
-60,16,0.708141
-58,16,0.716288
-56,16,0.724571
-54,16,0.732955
-52,16,0.741403
-50,16,0.749877
-48,16,0.758339
-46,16,0.76675
-44,16,0.775073
-42,16,0.78327
-40,16,0.791306
-38,16,0.799148
-36,16,0.806765
-34,16,0.814128
-32,16,0.821214
-30,16,0.828001
-28,16,0.834472
-26,16,0.840616
-24,16,0.846422
-22,16,0.851889
-20,16,0.857014
-18,16,0.861804
-16,16,0.866264
-14,16,0.870406
-12,16,0.874244
-10,16,0.877794
-8,16,0.881072
-6,16,0.884097
-4,16,0.886889
-2,16,0.889465
0,16,0.891844
2,16,0.894042
4,16,0.896074
6,16,0.897954
8,16,0.899691
10,16,0.901295
12,16,0.902771
14,16,0.904122
16,16,0.905349
18,16,0.90645
20,16,0.907422
22,16,0.908258
24,16,0.908952
26,16,0.909496
28,16,0.909882
30,16,0.910098
32,16,0.910137
34,16,0.909988
36,16,0.909643
38,16,0.909094
40,16,0.908333
42,16,0.907354
44,16,0.906152
46,16,0.904724
48,16,0.903067
50,16,0.901179
52,16,0.899062
54,16,0.896715
56,16,0.894143
58,16,0.891347
60,16,0.888334
62,16,0.885108
64,16,0.881676
66,16,0.878045
68,16,0.874223
70,16,0.870217
72,16,0.866038
74,16,0.861693
76,16,0.857192
78,16,0.852546
80,16,0.847763
82,16,0.842855
84,16,0.837832
86,16,0.832705
88,16,0.827483
90,16,0.822177
92,16,0.816798
94,16,0.811356
96,16,0.805861
98,16,0.800325
100,16,0.794756
102,16,0.789166
104,16,0.783564
106,16,0.777959
108,16,0.772363
110,16,0.766783
112,16,0.761231
114,16,0.755715
116,16,0.750246
118,16,0.744832
120,16,0.739485
122,16,0.734214
124,16,0.729029
126,16,0.723941
128,16,0.718962
130,16,0.714104
132,16,0.709377
134,16,0.704795
136,16,0.70037
138,16,0.696115
140,16,0.692043
142,16,0.688167
144,16,0.684501
146,16,0.681056
148,16,0.677844
150,16,0.674875
152,16,0.672159
154,16,0.669702
156,16,0.667511
158,16,0.665588
160,16,0.663934
162,16,0.662546
164,16,0.661418
166,16,0.660541
168,16,0.659903
170,16,0.659487
172,16,0.659274
174,16,0.659243
176,16,0.659366
178,16,0.659617
180,16,0.659965
-180,18,0.64541
-178,18,0.646044
-176,18,0.646715
-174,18,0.647379
-172,18,0.647988
-170,18,0.648498
-168,18,0.648865
-166,18,0.64905
-164,18,0.649016
-162,18,0.64873
-160,18,0.648167
-158,18,0.647306
-156,18,0.646131
-154,18,0.644636
-152,18,0.642819
-150,18,0.640684
-148,18,0.638245
-146,18,0.635518
-144,18,0.632527
-142,18,0.629301
-140,18,0.625872
-138,18,0.622278
-136,18,0.618556
-134,18,0.614751
-132,18,0.610904
-130,18,0.60706
-128,18,0.603263
-126,18,0.599557
-124,18,0.595984
-122,18,0.592586
-120,18,0.589402
-118,18,0.586469
-116,18,0.58382
-114,18,0.581488
-112,18,0.579502
-110,18,0.577887
-108,18,0.576666
-106,18,0.575861
-104,18,0.575488
-102,18,0.575563
-100,18,0.576098
-98,18,0.577104
-96,18,0.578589
-94,18,0.580559
-92,18,0.583017
-90,18,0.585967
-88,18,0.589409
-86,18,0.59334
-84,18,0.597759
-82,18,0.602659
-80,18,0.608034
-78,18,0.613874
-76,18,0.620168
-74,18,0.626903
-72,18,0.634063
-70,18,0.641627
-68,18,0.649576
-66,18,0.657884
-64,18,0.666523
-62,18,0.675462
-60,18,0.684669
-58,18,0.694105
-56,18,0.70373
-54,18,0.713503
-52,18,0.723379
-50,18,0.73331
-48,18,0.74325
-46,18,0.753148
-44,18,0.762957
-42,18,0.772628
-40,18,0.782115
-38,18,0.791374
-36,18,0.800363
-34,18,0.809045
-32,18,0.817388
-30,18,0.825364
-28,18,0.832951
-26,18,0.840133
-24,18,0.846901
-22,18,0.853251
-20,18,0.859186
-18,18,0.864714
-16,18,0.86985
-14,18,0.87461
-12,18,0.879019
-10,18,0.8831
-8,18,0.886881
-6,18,0.890391
-4,18,0.893658
-2,18,0.896709
0,18,0.899572
2,18,0.902268
4,18,0.90482
6,18,0.907244
8,18,0.909552
10,18,0.911754
12,18,0.913855
14,18,0.915853
16,18,0.917746
18,18,0.919528
20,18,0.921187
22,18,0.922712
24,18,0.924088
26,18,0.925298
28,18,0.926327
30,18,0.927157
32,18,0.927772
34,18,0.928157
36,18,0.928297
38,18,0.928179
40,18,0.927792
42,18,0.927127
44,18,0.926177
46,18,0.924937
48,18,0.923404
50,18,0.921578
52,18,0.91946
54,18,0.917052
56,18,0.914358
58,18,0.911386
60,18,0.908141
62,18,0.904631
64,18,0.900867
66,18,0.896857
68,18,0.892612
70,18,0.888144
72,18,0.883463
74,18,0.878581
76,18,0.873511
78,18,0.868265
80,18,0.862855
82,18,0.857294
84,18,0.851595
86,18,0.845769
88,18,0.839831
90,18,0.833792
92,18,0.827665
94,18,0.821462
96,18,0.815196
98,18,0.808879
100,18,0.802522
102,18,0.796137
104,18,0.789735
106,18,0.783327
108,18,0.776924
110,18,0.770536
112,18,0.764173
114,18,0.757845
116,18,0.751563
118,18,0.745335
120,18,0.739173
122,18,0.733086
124,18,0.727084
126,18,0.72118
128,18,0.715385
130,18,0.709711
132,18,0.704172
134,18,0.698782
136,18,0.693555
138,18,0.688509
140,18,0.683658
142,18,0.679021
144,18,0.674615
146,18,0.670458
148,18,0.666566
150,18,0.662955
152,18,0.659642
154,18,0.656637
156,18,0.653954
158,18,0.651598
160,18,0.649575
162,18,0.647885
164,18,0.646524
166,18,0.645483
168,18,0.644749
170,18,0.644303
172,18,0.644122
174,18,0.644177
176,18,0.644435
178,18,0.64486
180,18,0.64541
-180,20,0.631297
-178,20,0.632172
-176,20,0.633095
-174,20,0.634006
-172,20,0.634844
-170,20,0.635549
-168,20,0.636064
-166,20,0.636335
-164,20,0.636315
-162,20,0.635962
-160,20,0.635242
-158,20,0.634128
-156,20,0.632604
-154,20,0.630661
-152,20,0.628299
-150,20,0.625528
-148,20,0.622367
-146,20,0.618841
-144,20,0.614985
-142,20,0.610836
-140,20,0.606442
-138,20,0.60185
-136,20,0.597114
-134,20,0.592287
-132,20,0.587427
-130,20,0.582587
-128,20,0.577824
-126,20,0.573191
-124,20,0.568738
-122,20,0.564514
-120,20,0.560564
-118,20,0.556928
-116,20,0.553644
-114,20,0.550745
-112,20,0.548261
-110,20,0.546218
-108,20,0.544638
-106,20,0.543539
-104,20,0.542937
-102,20,0.542844
-100,20,0.54327
-98,20,0.544224
-96,20,0.54571
-94,20,0.547733
-92,20,0.550295
-90,20,0.553397
-88,20,0.557038
-86,20,0.561217
-84,20,0.565931
-82,20,0.571177
-80,20,0.576949
-78,20,0.583239
-76,20,0.59004
-74,20,0.597341
-72,20,0.605128
-70,20,0.613385
-68,20,0.622093
-66,20,0.631229
-64,20,0.640767
-62,20,0.650677
-60,20,0.660924
-58,20,0.671469
-56,20,0.682268
-54,20,0.693275
-52,20,0.704436
-50,20,0.715699
-48,20,0.727006
-46,20,0.738297
-44,20,0.749511
-42,20,0.760589
-40,20,0.771471
-38,20,0.782099
-36,20,0.792422
-34,20,0.802388
-32,20,0.811957
-30,20,0.821091
-28,20,0.829761
-26,20,0.837949
-24,20,0.845642
-22,20,0.852837
-20,20,0.85954
-18,20,0.865764
-16,20,0.871532
-14,20,0.876871
-12,20,0.881814
-10,20,0.886399
-8,20,0.890665
-6,20,0.894654
-4,20,0.898407
-2,20,0.901961
0,20,0.905354
2,20,0.908616
4,20,0.911775
6,20,0.914851
8,20,0.917857
10,20,0.920802
12,20,0.923687
14,20,0.926507
16,20,0.929251
18,20,0.931903
20,20,0.934444
22,20,0.93685
24,20,0.939096
26,20,0.941155
28,20,0.943001
30,20,0.944607
32,20,0.945947
34,20,0.946999
36,20,0.947741
38,20,0.948156
40,20,0.948229
42,20,0.94795
44,20,0.947309
46,20,0.946302
48,20,0.944928
50,20,0.943186
52,20,0.941082
54,20,0.93862
56,20,0.935808
58,20,0.932656
60,20,0.929174
62,20,0.925374
64,20,0.921269
66,20,0.916871
68,20,0.912195
70,20,0.907255
72,20,0.902064
74,20,0.896638
76,20,0.890991
78,20,0.885139
80,20,0.879095
82,20,0.872875
84,20,0.866493
86,20,0.859965
88,20,0.853306
90,20,0.846529
92,20,0.839651
94,20,0.832685
96,20,0.825646
98,20,0.818547
100,20,0.811404
102,20,0.804227
104,20,0.797032
106,20,0.789829
108,20,0.78263
110,20,0.775447
112,20,0.768291
114,20,0.761171
116,20,0.754097
118,20,0.747079
120,20,0.740126
122,20,0.733248
124,20,0.726454
126,20,0.719756
128,20,0.713164
130,20,0.70669
132,20,0.700348
134,20,0.694152
136,20,0.68812
138,20,0.682268
140,20,0.676617
142,20,0.671188
144,20,0.666002
146,20,0.661083
148,20,0.656453
150,20,0.652137
152,20,0.648156
154,20,0.64453
156,20,0.641278
158,20,0.638415
160,20,0.635949
162,20,0.633888
164,20,0.632231
166,20,0.630971
168,20,0.630095
170,20,0.629583
172,20,0.629408
174,20,0.629536
176,20,0.629925
178,20,0.630529
180,20,0.631297
-180,22,0.617644
-178,22,0.618772
-176,22,0.619964
-174,22,0.621144
-172,22,0.622233
-170,22,0.623155
-168,22,0.623837
-166,22,0.624211
-164,22,0.624216
-162,22,0.623801
-160,22,0.622923
-158,22,0.621551
-156,22,0.619666
-154,22,0.617259
-152,22,0.614336
-150,22,0.610912
-148,22,0.607015
-146,22,0.602681
-144,22,0.597957
-142,22,0.592895
-140,22,0.587556
-138,22,0.582003
-136,22,0.576304
-134,22,0.570527
-132,22,0.564742
-130,22,0.559014
-128,22,0.553411
-126,22,0.547994
-124,22,0.542821
-122,22,0.537944
-120,22,0.533413
-118,22,0.529271
-116,22,0.525554
-114,22,0.522294
-112,22,0.519519
-110,22,0.517251
-108,22,0.515507
-106,22,0.514301
-104,22,0.513642
-102,22,0.513538
-100,22,0.513992
-98,22,0.515008
-96,22,0.516586
-94,22,0.518725
-92,22,0.521424
-90,22,0.524683
-88,22,0.528498
-86,22,0.532867
-84,22,0.53779
-82,22,0.543262
-80,22,0.549283
-78,22,0.555848
-76,22,0.562953
-74,22,0.570594
-72,22,0.578763
-70,22,0.587449
-68,22,0.596641
-66,22,0.606321
-64,22,0.616469
-62,22,0.627059
-60,22,0.638058
-58,22,0.649431
-56,22,0.661134
-54,22,0.673117
-52,22,0.685325
-50,22,0.697697
-48,22,0.710169
-46,22,0.72267
-44,22,0.735128
-42,22,0.747469
-40,22,0.75962
-38,22,0.771509
-36,22,0.783068
-34,22,0.794235
-32,22,0.804952
-30,22,0.815173
-28,22,0.824861
-26,22,0.83399
-24,22,0.842543
-22,22,0.85052
-20,22,0.857927
-18,22,0.864786
-16,22,0.871127
-14,22,0.876989
-12,22,0.88242
-10,22,0.88747
-8,22,0.892196
-6,22,0.896654
-4,22,0.9009
-2,22,0.904986
0,22,0.908959
2,22,0.91286
4,22,0.916721
6,22,0.920566
8,22,0.924409
10,22,0.928254
12,22,0.932096
14,22,0.935921
16,22,0.939708
18,22,0.943428
20,22,0.947047
22,22,0.950527
24,22,0.953829
26,22,0.956911
28,22,0.959735
30,22,0.96226
32,22,0.964453
34,22,0.966281
36,22,0.967717
38,22,0.968739
40,22,0.96933
42,22,0.969477
44,22,0.969174
46,22,0.968417
48,22,0.967207
50,22,0.96555
52,22,0.963454
54,22,0.960929
56,22,0.957987
58,22,0.954644
60,22,0.950913
62,22,0.946812
64,22,0.942358
66,22,0.937566
68,22,0.932455
70,22,0.927041
72,22,0.921341
74,22,0.915373
76,22,0.909153
78,22,0.902699
80,22,0.896026
82,22,0.889152
84,22,0.882094
86,22,0.874868
88,22,0.867492
90,22,0.859982
92,22,0.852356
94,22,0.844629
96,22,0.83682
98,22,0.828943
100,22,0.821016
102,22,0.813054
104,22,0.805071
106,22,0.797082
108,22,0.789101
110,22,0.781138
112,22,0.773207
114,22,0.765318
116,22,0.75748
118,22,0.749702
120,22,0.741994
122,22,0.734362
124,22,0.726816
126,22,0.719364
128,22,0.712015
130,22,0.70478
132,22,0.697671
134,22,0.690701
136,22,0.683888
138,22,0.677248
140,22,0.670805
142,22,0.664582
144,22,0.658604
146,22,0.652901
148,22,0.647502
150,22,0.642437
152,22,0.637738
154,22,0.633432
156,22,0.629549
158,22,0.62611
160,22,0.623134
162,22,0.620635
164,22,0.618619
166,22,0.617081
168,22,0.616013
170,22,0.615393
172,22,0.615191
174,22,0.615368
176,22,0.615875
178,22,0.616655
180,22,0.617644
-180,24,0.604456
-178,24,0.605838
-176,24,0.607305
-174,24,0.608763
-172,24,0.610116
-170,24,0.611268
-168,24,0.61213
-166,24,0.612617
-164,24,0.612656
-162,24,0.612184
-160,24,0.61115
-158,24,0.609519
-156,24,0.607272
-154,24,0.604401
-152,24,0.600919
-150,24,0.59685
-148,24,0.592232
-146,24,0.587116
-144,24,0.581563
-142,24,0.575644
-140,24,0.569434
-138,24,0.563014
-136,24,0.556467
-134,24,0.549876
-132,24,0.543324
-130,24,0.536889
-128,24,0.530647
-126,24,0.524665
-124,24,0.519008
-122,24,0.51373
-120,24,0.508882
-118,24,0.504502
-116,24,0.500627
-114,24,0.497283
-112,24,0.49449
-110,24,0.492263
-108,24,0.490611
-106,24,0.489539
-104,24,0.489049
-102,24,0.489137
-100,24,0.4898
-98,24,0.491031
-96,24,0.492824
-94,24,0.495171
-92,24,0.498066
-90,24,0.501504
-88,24,0.505478
-86,24,0.509987
-84,24,0.515027
-82,24,0.520599
-80,24,0.526703
-78,24,0.533342
-76,24,0.540518
-74,24,0.548233
-72,24,0.556489
-70,24,0.565285
-68,24,0.57462
-66,24,0.584488
-64,24,0.594877
-62,24,0.605771
-60,24,0.617147
-58,24,0.628974
-56,24,0.641216
-54,24,0.653824
-52,24,0.666743
-50,24,0.67991
-48,24,0.693253
-46,24,0.706696
-44,24,0.720153
-42,24,0.733539
-40,24,0.746764
-38,24,0.75974
-36,24,0.772383
-34,24,0.784613
-32,24,0.796359
-30,24,0.807559
-28,24,0.818164
-26,24,0.82814
-24,24,0.837467
-22,24,0.846141
-20,24,0.854172
-18,24,0.861589
-16,24,0.868432
-14,24,0.874752
-12,24,0.880614
-10,24,0.886087
-8,24,0.891243
-6,24,0.896159
-4,24,0.900907
-2,24,0.905554
0,24,0.910162
2,24,0.914779
4,24,0.919445
6,24,0.924185
8,24,0.92901
10,24,0.933919
12,24,0.938897
14,24,0.943917
16,24,0.948941
18,24,0.953923
20,24,0.958812
22,24,0.96355
24,24,0.968079
26,24,0.972342
28,24,0.976281
30,24,0.979846
32,24,0.98299
34,24,0.985673
36,24,0.987862
38,24,0.989532
40,24,0.990665
42,24,0.99125
44,24,0.991283
46,24,0.990766
48,24,0.989705
50,24,0.988113
52,24,0.986004
54,24,0.983395
56,24,0.980306
58,24,0.976756
60,24,0.972767
62,24,0.96836
64,24,0.963556
66,24,0.958376
68,24,0.952839
70,24,0.946965
72,24,0.940774
74,24,0.934283
76,24,0.927512
78,24,0.920478
80,24,0.913199
82,24,0.905694
84,24,0.89798
86,24,0.890076
88,24,0.882001
90,24,0.873773
92,24,0.865411
94,24,0.856934
96,24,0.848363
98,24,0.839715
100,24,0.83101
102,24,0.822267
104,24,0.813502
106,24,0.804733
108,24,0.795977
110,24,0.787246
112,24,0.778556
114,24,0.769917
116,24,0.761339
118,24,0.752832
120,24,0.744404
122,24,0.73606
124,24,0.727808
126,24,0.719653
128,24,0.711601
130,24,0.70366
132,24,0.695838
134,24,0.688148
136,24,0.680603
138,24,0.673221
140,24,0.666022
142,24,0.659033
144,24,0.652282
146,24,0.645802
148,24,0.639629
150,24,0.6338
152,24,0.628356
154,24,0.623335
156,24,0.618775
158,24,0.61471
160,24,0.611168
162,24,0.608173
164,24,0.605738
166,24,0.603868
168,24,0.602555
170,24,0.60178
172,24,0.601512
174,24,0.601707
176,24,0.60231
178,24,0.603251
180,24,0.604456
-180,26,0.591724
-178,26,0.593348
-176,26,0.595084
-174,26,0.596818
-172,26,0.598434
-170,26,0.599818
-168,26,0.600862
-166,26,0.601466
-164,26,0.60154
-162,26,0.601013
-160,26,0.599826
-158,26,0.597941
-156,26,0.595338
-154,26,0.592017
-152,26,0.587996
-150,26,0.583312
-148,26,0.578017
-146,26,0.57218
-144,26,0.565878
-142,26,0.559199
-140,26,0.55224
-138,26,0.545098
-136,26,0.537873
-134,26,0.530663
-132,26,0.523563
-130,26,0.516661
-128,26,0.510042
-126,26,0.503777
-124,26,0.497932
-122,26,0.492563
-120,26,0.487715
-118,26,0.483424
-116,26,0.479717
-114,26,0.476612
-112,26,0.474119
-110,26,0.472243
-108,26,0.47098
-106,26,0.470323
-104,26,0.47026
-102,26,0.470778
-100,26,0.471859
-98,26,0.473487
-96,26,0.475645
-94,26,0.478317
-92,26,0.481488
-90,26,0.485146
-88,26,0.489281
-86,26,0.493889
-84,26,0.498966
-82,26,0.504514
-80,26,0.510536
-78,26,0.517041
-76,26,0.524038
-74,26,0.531541
-72,26,0.539561
-70,26,0.548114
-68,26,0.557209
-66,26,0.566856
-64,26,0.57706
-62,26,0.587818
-60,26,0.599124
-58,26,0.610958
-56,26,0.623293
-54,26,0.636091
-52,26,0.649302
-50,26,0.662864
-48,26,0.676703
-46,26,0.690737
-44,26,0.704873
-42,26,0.71901
-40,26,0.733047
-38,26,0.746877
-36,26,0.760396
-34,26,0.773506
-32,26,0.786117
-30,26,0.798151
-28,26,0.809544
-26,26,0.82025
-24,26,0.830242
-22,26,0.839513
-20,26,0.848076
-18,26,0.855964
-16,26,0.86323
-14,26,0.86994
-12,26,0.876175
-10,26,0.882024
-8,26,0.887582
-6,26,0.892946
-4,26,0.898206
-2,26,0.903449
0,26,0.90875
2,26,0.914167
4,26,0.919745
6,26,0.925509
8,26,0.931467
10,26,0.937606
12,26,0.943899
14,26,0.950299
16,26,0.95675
18,26,0.963182
20,26,0.969519
22,26,0.975681
24,26,0.981589
26,26,0.987162
28,26,0.992328
30,26,0.997021
32,26,1.00118
34,26,1.00476
36,26,1.00773
38,26,1.01005
40,26,1.01172
42,26,1.01272
44,26,1.01307
46,26,1.01276
48,26,1.01181
50,26,1.01025
52,26,1.0081
54,26,1.00538
56,26,1.00213
58,26,0.998364
60,26,0.994116
62,26,0.98941
64,26,0.984272
66,26,0.978725
68,26,0.972791
70,26,0.966492
72,26,0.959847
74,26,0.952876
76,26,0.945597
78,26,0.938027
80,26,0.930187
82,26,0.922092
84,26,0.913763
86,26,0.905218
88,26,0.896477
90,26,0.88756
92,26,0.878488
94,26,0.869283
96,26,0.859966
98,26,0.850559
100,26,0.841086
102,26,0.831567
104,26,0.822025
106,26,0.812479
108,26,0.802951
110,26,0.793457
112,26,0.784014
114,26,0.774636
116,26,0.765335
118,26,0.75612
120,26,0.747001
122,26,0.737981
124,26,0.729066
126,26,0.720257
128,26,0.711559
130,26,0.702974
132,26,0.694507
134,26,0.686165
136,26,0.677957
138,26,0.669897
140,26,0.662006
142,26,0.654306
144,26,0.646829
146,26,0.639609
148,26,0.632688
150,26,0.62611
152,26,0.619923
154,26,0.614176
156,26,0.608918
158,26,0.604195
160,26,0.600049
162,26,0.596513
164,26,0.593612
166,26,0.591358
168,26,0.589751
170,26,0.588775
172,26,0.588399
174,26,0.588576
176,26,0.589242
178,26,0.590322
180,26,0.591724
-180,28,0.579426
-178,28,0.581266
-176,28,0.583249
-174,28,0.585242
-172,28,0.587108
-170,28,0.588713
-168,28,0.58993
-166,28,0.590642
-164,28,0.590748
-162,28,0.590162
-160,28,0.588824
-158,28,0.586691
-156,28,0.583748
-154,28,0.58
-152,28,0.575477
-150,28,0.57023
-148,28,0.564328
-146,28,0.557858
-144,28,0.550919
-142,28,0.543618
-140,28,0.536071
-138,28,0.528395
-136,28,0.520706
-134,28,0.513116
-132,28,0.505731
-130,28,0.498649
-128,28,0.491957
-126,28,0.485731
-124,28,0.480034
-122,28,0.474918
-120,28,0.470421
-118,28,0.466572
-116,28,0.463385
-114,28,0.460867
-112,28,0.459015
-110,28,0.457817
-108,28,0.457256
-106,28,0.45731
-104,28,0.45795
-102,28,0.459149
-100,28,0.460875
-98,28,0.463098
-96,28,0.465788
-94,28,0.468917
-92,28,0.472462
-90,28,0.476402
-88,28,0.480721
-86,28,0.485408
-84,28,0.490459
-82,28,0.495876
-80,28,0.501665
-78,28,0.50784
-76,28,0.51442
-74,28,0.521426
-72,28,0.528887
-70,28,0.53683
-68,28,0.545286
-66,28,0.554281
-64,28,0.563842
-62,28,0.573987
-60,28,0.584728
-58,28,0.596067
-56,28,0.607993
-54,28,0.620484
-52,28,0.633499
-50,28,0.646986
-48,28,0.660875
-46,28,0.67508
-44,28,0.689504
-42,28,0.704037
-40,28,0.718561
-38,28,0.732953
-36,28,0.74709
-34,28,0.760852
-32,28,0.774127
-30,28,0.786818
-28,28,0.798842
-26,28,0.81014
-24,28,0.820674
-22,28,0.830431
-20,28,0.839425
-18,28,0.847695
-16,28,0.855304
-14,28,0.862334
-12,28,0.868886
-10,28,0.87507
-8,28,0.881004
-6,28,0.886809
-4,28,0.892598
-2,28,0.898476
0,28,0.904531
2,28,0.910835
4,28,0.917435
6,28,0.924355
8,28,0.931595
10,28,0.939129
12,28,0.94691
14,28,0.954869
16,28,0.962923
18,28,0.970974
20,28,0.978919
22,28,0.986648
24,28,0.994056
26,28,1.00104
28,28,1.00751
30,28,1.01338
32,28,1.01859
34,28,1.02308
36,28,1.02681
38,28,1.02976
40,28,1.03193
42,28,1.0333
44,28,1.0339
46,28,1.03375
48,28,1.03288
50,28,1.03131
52,28,1.02909
54,28,1.02624
56,28,1.02282
58,28,1.01884
60,28,1.01435
62,28,1.00937
64,28,1.00393
66,28,0.998057
68,28,0.991777
70,28,0.985108
72,28,0.978071
74,28,0.970682
76,28,0.96296
78,28,0.954921
80,28,0.946583
82,28,0.937963
84,28,0.929078
86,28,0.919948
88,28,0.910593
90,28,0.901034
92,28,0.891293
94,28,0.881393
96,28,0.871359
98,28,0.861216
100,28,0.85099
102,28,0.840707
104,28,0.830393
106,28,0.820073
108,28,0.809772
110,28,0.799513
112,28,0.789316
114,28,0.779199
116,28,0.769179
118,28,0.759266
120,28,0.749471
122,28,0.739799
124,28,0.730253
126,28,0.720834
128,28,0.71154
130,28,0.702372
132,28,0.693326
134,28,0.684405
136,28,0.675613
138,28,0.666957
140,28,0.658453
142,28,0.650121
144,28,0.64199
146,28,0.634095
148,28,0.62648
150,28,0.619195
152,28,0.612296
154,28,0.605841
156,28,0.599891
158,28,0.594504
160,28,0.589736
162,28,0.585632
164,28,0.582231
166,28,0.579554
168,28,0.577611
170,28,0.57639
172,28,0.575862
174,28,0.575979
176,28,0.576672
178,28,0.577855
180,28,0.579426
-180,30,0.567526
-178,30,0.569544
-176,30,0.57174
-174,30,0.573958
-172,30,0.576044
-170,30,0.577844
-168,30,0.57921
-166,30,0.580012
-164,30,0.580134
-162,30,0.579483
-160,30,0.577991
-158,30,0.575619
-156,30,0.572354
-154,30,0.568212
-152,30,0.563237
